Player;Squad;Nation;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xAG;Gls/90;G-PK/90;Ast/90;xG/90;xAG/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xAG;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Clr/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;xA/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90;MP_Squad
Roque Mesa;Valladolid;ESP;MF;33;29;1617;2;2;1;1.4;1.0;0.11;0.11;0.06;0.08;0.06;La Liga;26;1.45;0.56;82.0;87.8;89.5;64.7;0.0;0.52;0.55;0.45;1.38;0.62;39.1;0.52;48.4;2.23;0.06;32.4;1.13;28.4;0;0;0;0;0;0;0.0;0;0.0;0.0;5.0;0.6000000000000001;27.24;33.21;10.38;11.79;4.17;534.9;162.9;0.04;0.62;3.66;0.62;0.14;4.0;0.98;5.0;1.31;0.86;0.38;-27.0;-0.9;38
Monchu;Valladolid;ESP;MF;22;33;2031;3;3;2;2.5;2.0;0.13;0.13;0.09;0.11;0.09;La Liga;39;1.73;0.44;79.0;90.0;80.8;62.3;0.0;0.88;0.85;0.55;2.06;0.67;38.67;0.3;50.0;3.24;0.22;36.7;0.97;39.1;0;0;0;0;0;0;0.0;0;0.0;0.0;3.33;0.5;25.24;31.94;11.18;9.18;4.36;490.67;145.91;0.05;0.76;2.97;0.15;0.06;3.36;1.18;3.61;1.39;0.85;0.55;-36.6;-1.0699999999999998;38
Juanjo Narváez;Valladolid;COL;MF,FW;27;5;148;0;0;0;0.2;0.0;0.0;0.0;0.0;0.11;0.0;La Liga;3;1.82;0.00;69.4;81.8;71.4;0.0;0.0;0.2;0.4;0.0;0.2;0.0;10.2;0.2;33.3;0.00;0.00;33.3;0.80;2.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;5.0;7.2;3.6;1.0;0.0;54.0;6.2;0.0;0.0;0.0;0.0;0.0;0.0;0.54;1.0;0.2;1.8;0.6;-2.5;-0.43000000000000005;38
Lucas Olaza;Valladolid;URU;DF;28;23;1494;0;0;1;0.4;1.0;0.0;0.0;0.06;0.02;0.06;La Liga;5;0.30;0.12;76.0;88.0;81.9;47.7;0.0;0.61;0.87;0.61;1.65;1.48;40.39;0.17;36.4;1.75;0.06;47.4;1.00;28.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;26.35;34.65;11.78;11.43;2.3;448.57;181.35;0.04;0.7;1.48;0.74;0.35;2.87;1.24;3.13;0.52;0.87;1.17;-28.1;-1.22;38
Lucas Oliveira Rosa;Valladolid;BRA;DF;22;17;931;0;0;1;0.4;1.0;0.0;0.0;0.1;0.03;0.1;La Liga;6;0.58;0.10;72.1;87.8;73.3;40.4;0.0;1.06;0.71;0.88;3.18;1.41;33.65;0.53;42.9;1.84;0.10;55.6;1.24;17.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;18.53;25.71;9.76;7.12;1.12;286.12;90.29;0.04;0.59;0.47;0.65;0.41;1.29;1.02;3.24;1.12;0.65;0.88;-17.0;-0.99;38
Kike Pérez;Valladolid;ESP;MF;25;36;2307;1;1;2;2.3;2.2;0.04;0.04;0.08;0.09;0.09;La Liga;46;1.79;0.39;75.8;84.6;81.8;61.8;-0.2;0.92;0.72;0.56;2.42;0.78;42.94;0.83;43.5;3.00;0.12;50.0;0.94;42.7;0;0;0;0;0;0;0.0;0;0.0;0.0;10.0;-1.2999999999999998;25.75;33.97;12.39;9.39;3.42;462.0;127.33;0.06;0.89;2.81;0.53;0.14;3.72;1.19;5.17;1.58;1.58;0.86;-40.400000000000006;-1.0999999999999999;38
Luis Pérez;Valladolid;ESP;DF;27;18;1213;0;0;1;0.1;0.9;0.0;0.0;0.07;0.01;0.07;La Liga;4;0.30;0.00;76.0;91.7;73.0;60.0;0.1;1.33;0.72;0.89;3.33;1.61;40.22;0.44;40.0;1.93;0.07;30.4;1.00;25.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;24.22;31.89;12.89;8.28;2.33;396.5;131.94;0.05;0.72;1.67;0.83;0.72;2.33;1.42;3.06;0.67;0.89;0.39;-25.5;-1.41;38
Óscar Plano;Valladolid;ESP;FW,MF;31;33;2038;1;1;1;2.8;1.6;0.04;0.04;0.04;0.12;0.07;La Liga;30;1.32;0.44;73.1;77.3;80.5;61.2;-0.6;0.76;0.79;0.88;2.09;0.7;26.97;0.39;39.4;2.47;0.31;40.5;1.00;35.2;0;0;0;0;0;0;0.0;0;0.0;0.0;10.0;-1.7999999999999998;14.18;19.39;7.64;4.76;0.91;215.21;57.21;0.04;0.48;1.7;0.52;0.12;2.21;1.07;3.27;0.7;1.48;1.03;-32.400000000000006;-0.9500000000000001;38
Gonzalo Plata;Valladolid;ECU;FW;21;34;2302;1;1;5;3.7;3.1;0.04;0.04;0.2;0.15;0.12;La Liga;37;1.45;0.51;74.4;84.5;75.1;38.3;1.9;1.03;1.18;0.35;2.29;0.29;35.38;1.94;38.4;3.64;0.43;27.9;1.12;42.4;0;0;0;0;0;0;0.0;0;0.0;0.0;13.0;-2.7;17.12;23.0;11.38;4.26;0.53;216.68;49.44;0.08;1.09;0.82;0.56;0.09;1.59;1.25;3.62;0.65;1.21;0.5;-38.699999999999996;-1.1;38
Manuel Pozo;Valladolid;ESP;FW;20;1;19;0;0;0;0.1;0.0;0.0;0.0;0.0;0.49;0.17;La Liga;1;4.74;0.00;75.0;75.0;50.0;100.0;0.0;0.0;2.0;2.0;2.0;0.0;14.0;1.0;33.3;9.47;0.00;0;0.00;1.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;6.0;8.0;3.0;1.0;1.0;89.0;38.0;0.0;1.0;1.0;0.0;0.0;1.0;1.3;4.0;0.0;0.0;0.0;-1.2;-0.81;38
Iván Sánchez;Valladolid;ESP;MF,FW;29;25;1154;1;1;1;0.8;1.6;0.08;0.08;0.08;0.06;0.12;La Liga;17;1.33;0.55;79.4;87.1;87.4;54.7;-0.6;0.56;0.56;0.32;1.12;0.16;24.64;1.44;57.1;3.38;0.16;14.3;0.92;16.3;0;0;0;0;0;0;0.0;0;0.0;0.0;7.0;0.19999999999999996;15.24;19.2;7.0;6.4;1.16;251.28;75.8;0.07;0.68;1.44;0.64;0.32;2.6;0.65;2.48;0.36;1.72;0.08;-15.5;-0.5900000000000001;38
Javi Sánchez;Valladolid;ESP;DF;25;32;2392;1;1;0;0.7;0.1;0.04;0.04;0.0;0.03;0.0;La Liga;9;0.34;0.08;81.9;89.7;90.6;57.5;-0.1;0.81;1.0;1.44;2.78;3.62;45.12;0.22;100.0;0.60;0.11;50.5;1.16;45.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.30000000000000004;30.06;36.72;9.81;15.59;4.09;607.59;222.84;0.01;0.09;2.03;0.09;0.0;2.31;1.42;3.59;1.06;0.28;1.44;-44.599999999999994;-1.39;38
David Torres;Valladolid;ESP;DF;19;7;385;0;0;0;0.5;0.0;0.0;0.0;0.0;0.13;0.0;La Liga;1;0.23;0.00;79.7;91.7;88.9;43.8;0.0;0.14;0.57;0.43;0.57;1.14;36.29;0.14;100.0;0.70;0.00;50.0;1.14;9.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;26.29;33.0;9.43;14.86;2.0;487.86;157.43;0.0;0.14;1.14;0.0;0.0;1.57;1.34;2.0;0.43;0.29;1.29;-8.9;-1.21;38
Toni Villa;Valladolid;ESP;MF;27;2;91;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;La Liga;0;0.00;0.00;62.5;81.3;62.5;33.3;0.0;1.5;0.0;0.0;3.0;0.0;22.5;0.5;20.0;3.96;0.00;0;0.00;2.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;10.0;16.0;6.5;2.5;0.5;129.0;54.5;0.0;0.5;1.0;0.0;0.0;2.0;1.25;3.0;0.0;0.5;0.0;-2.5;-1.25;38
Shon Weissman;Valladolid;ISR;FW;26;15;747;1;1;0;2.3;0.2;0.12;0.12;0.0;0.28;0.02;La Liga;18;2.17;0.84;76.9;85.2;75.0;33.3;-0.2;0.07;0.53;0.07;0.2;0.47;10.67;0.13;40.0;0.48;0.00;14.8;1.07;14.6;0;0;0;0;0;0;0.0;0;0.0;0.0;7.0;-1.2999999999999998;4.67;6.07;3.47;0.8;0.07;49.93;7.53;0.03;0.2;0.2;0.0;0.0;0.27;0.97;1.6;0.33;0.53;0.27;-12.3;-0.69;38
Jawad El Yamiq;Valladolid;MAR;DF;30;25;1608;1;1;0;1.1;0.4;0.06;0.06;0.0;0.06;0.02;La Liga;17;0.95;0.22;81.1;90.9;87.8;58.5;-0.4;0.44;1.08;1.48;2.16;4.04;46.52;0.4;71.4;0.65;0.00;62.7;1.08;33.1;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.10000000000000009;29.8;36.76;10.76;14.16;4.4;597.8;223.6;0.02;0.2;1.92;0.08;0.0;2.2;1.32;4.72;0.52;0.36;1.68;-32.0;-1.26;38
Marcos Acuña;Sevilla;ARG;DF;30;30;1912;3;3;2;1.2;4.3;0.14;0.14;0.09;0.05;0.2;La Liga;21;0.99;0.24;74.2;89.4;77.4;49.2;-2.3;1.2;0.53;0.77;2.67;1.2;50.77;0.87;48.1;3.04;0.19;62.5;1.33;29.5;0;0;0;0;0;0;0.0;0;0.0;0.0;1.67;1.8;32.33;43.57;14.87;12.67;4.27;600.6;233.23;0.19;1.27;2.37;1.27;0.63;3.4;0.98;4.7;1.07;1.13;1.0;-28.3;-0.9299999999999999;38
Carlos Álvarez;Sevilla;ESP;FW;18;1;10;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;0;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;3.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;38
Loïc Bade;Sevilla;FRA;DF;22;19;1449;1;1;0;0.3;0.1;0.06;0.06;0.0;0.02;0.01;La Liga;4;0.25;0.12;86.8;92.7;91.9;61.0;-0.1;1.05;1.11;1.21;2.63;4.05;54.21;0.32;66.7;0.19;0.06;55.7;1.84;19.1;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.7;38.68;44.58;13.32;21.53;3.37;730.16;250.63;0.01;0.11;2.11;0.0;0.0;2.21;1.01;5.11;0.68;0.21;1.79;-18.8;-0.99;38
Yassine Bounou;Sevilla;MAR;GK;31;25;2151;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;75.6;100.0;97.7;49.8;0.0;0.04;0.0;0.08;0.16;0.44;40.44;0.04;100.0;0.08;0.00;66.7;1.04;37.8;2;37.3;0.34;-1.7;41;1.72;63.2;16.0;4.24;2.59;0.0;0.0;28.68;37.96;6.2;13.64;8.76;749.0;528.48;0.0;0.0;0.28;0.0;0.0;0.04;1.51;1.36;0.0;0.04;0.16;-37.8;-1.51;38
Bryan;Sevilla;ESP;FW,DF;21;17;918;2;2;2;2.9;0.7;0.2;0.2;0.2;0.28;0.07;La Liga;17;1.67;0.39;75.9;90.5;77.2;13.6;1.3;0.65;0.59;0.47;1.76;0.59;30.29;1.12;42.2;2.45;0.39;30.8;1.47;11.2;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;-0.8999999999999999;16.71;22.0;10.71;5.18;0.18;213.53;55.59;0.04;0.47;0.59;0.59;0.18;1.29;0.66;3.71;1.06;1.24;0.24;-8.299999999999999;-0.38;38
Carmona;Sevilla;ESP;DF;20;10;527;2;2;1;0.8;0.4;0.34;0.34;0.17;0.14;0.06;La Liga;5;0.85;0.34;81.5;92.3;80.3;53.1;0.6;1.1;1.0;0.7;2.0;1.7;40.0;0.2;33.3;1.70;0.34;27.3;1.00;13.7;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;1.2;26.9;33.0;13.1;11.8;1.7;441.2;138.0;0.02;0.2;2.4;0.3;0.2;1.1;1.37;3.4;1.4;0.6;0.3;-12.899999999999999;-1.23;38
Jesús Corona;Sevilla;MEX;FW;29;4;111;1;1;0;0.5;0.2;0.81;0.81;0.0;0.37;0.2;La Liga;1;0.81;0.81;78.6;100.0;61.5;50.0;-0.2;0.0;0.0;0.25;0.5;0.25;14.5;0.75;42.9;4.02;0.80;0.0;0.75;1.3;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.5;8.25;10.5;5.5;2.0;0.5;111.5;10.0;0.05;0.75;0.25;0.5;0.0;0.75;0.33;1.25;0.5;1.25;0.0;-0.8;0.03999999999999998;38
Thomas Delaney;Sevilla;DEN;MF;30;8;309;0;0;0;0.2;0.1;0.0;0.0;0.0;0.04;0.02;La Liga;3;0.87;0.29;85.4;93.4;84.4;57.1;-0.1;0.25;0.38;0.5;1.0;0.38;23.5;0.0;0;1.17;0.00;81.8;0.25;8.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;17.5;20.5;8.88;6.75;1.0;271.62;57.62;0.07;0.25;0.75;0.38;0.12;0.88;1.01;1.0;0.5;0.62;1.12;-7.8999999999999995;-0.97;38
Marko Dmitrović;Sevilla;SRB;GK;30;15;1269;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;53.3;100.0;99.1;35.7;0.0;0.0;0.0;0.0;0.0;0.4;36.0;0.0;0;0.28;0.00;100.0;1.73;16.4;1;12.2;0.23;+0.2;13;0.92;76.4;38.5;3.67;4.23;0.0;0.0;18.07;33.87;2.2;7.4;8.47;666.0;554.2;0.01;0.0;1.47;0.07;0.0;0.0;1.09;1.53;0.0;0.07;0.27;-16.4;-1.09;38
Kasper Dolberg;Sevilla;DEN;FW;24;4;197;0;0;1;0.0;0.4;0.0;0.0;0.46;0.02;0.18;La Liga;2;0.91;0.46;67.9;72.2;60.0;66.7;0.6;0.0;0.0;0.0;0.25;1.25;11.5;0.25;33.3;0.45;0.00;42.9;0.50;4.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;4.75;7.0;3.25;0.75;0.5;64.25;6.75;0.0;0.25;0.25;0.0;0.0;0.5;1.02;0.75;0.5;1.0;0.75;-4.1;-1.0;38
Youssef En-Nesyri;Sevilla;MAR;FW;25;31;1661;8;8;1;8.1;1.1;0.43;0.43;0.05;0.44;0.06;La Liga;60;3.25;1.25;64.7;71.1;66.7;50.0;-0.1;0.26;0.19;0.13;0.65;0.52;14.16;0.13;17.4;1.73;0.27;40.0;1.42;23.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.88;-0.09999999999999964;5.03;7.77;3.1;1.61;0.13;71.03;10.58;0.02;0.32;0.13;0.03;0.0;0.39;0.75;0.9;0.32;0.35;1.94;-15.200000000000001;-0.31;38
Fernando;Sevilla;BRA;MF,DF;35;22;1577;0;0;1;0.2;0.7;0.0;0.0;0.06;0.01;0.04;La Liga;6;0.34;0.00;88.0;90.4;93.6;71.6;0.3;1.05;0.95;1.09;2.64;1.32;46.59;0.14;60.0;1.14;0.06;60.6;1.50;21.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;34.91;39.68;15.0;16.0;3.32;628.86;159.73;0.02;0.41;2.36;0.14;0.0;3.05;0.98;4.5;0.77;0.41;0.91;-21.400000000000002;-0.97;38
Papu Gómez;Sevilla;ARG;FW,MF;34;19;1065;1;1;1;1.4;1.7;0.08;0.08;0.08;0.12;0.15;La Liga;22;1.86;0.59;84.1;93.1;84.0;67.2;-0.7;0.21;0.42;0.21;0.53;0.26;33.53;0.79;41.7;3.89;0.25;33.3;0.95;18.3;0;0;0;0;0;0;0.0;0;0.0;0.0;7.0;-0.3999999999999999;23.68;28.16;12.74;8.26;2.26;398.16;122.05;0.11;0.74;2.42;1.32;0.32;4.32;0.96;2.32;0.32;1.16;0.16;-16.900000000000002;-0.84;38
Nemanja Gudelj;Sevilla;SRB;DF,MF;30;34;2779;3;3;1;1.7;0.4;0.1;0.1;0.03;0.06;0.01;La Liga;38;1.23;0.29;90.2;92.8;94.4;65.7;0.6;0.97;1.15;1.0;2.26;3.0;56.21;0.09;60.0;0.97;0.10;67.1;1.29;42.6;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;1.3;42.5;47.12;17.44;21.68;2.59;739.44;242.09;0.02;0.15;3.32;0.18;0.06;3.24;1.25;3.5;0.76;0.62;1.38;-40.9;-1.19;38
Pape Gueye;Sevilla;SEN;MF;23;16;1171;1;1;3;1.3;1.2;0.08;0.08;0.23;0.1;0.09;La Liga;20;1.54;0.38;80.8;91.9;84.7;64.9;1.8;1.38;1.31;1.38;3.69;0.62;43.69;0.88;60.9;2.38;0.46;52.8;1.38;18.6;0;0;0;0;0;0;0.0;0;0.0;0.0;5.0;-0.30000000000000004;27.94;34.56;12.81;11.06;3.81;518.69;137.5;0.06;0.62;3.25;0.12;0.06;3.69;1.16;5.06;1.88;2.12;1.19;-17.3;-1.0599999999999998;38
Isco;Sevilla;ESP;MF,FW;30;12;799;0;0;2;0.4;1.7;0.0;0.0;0.23;0.05;0.19;La Liga;4;0.45;0.11;83.0;91.0;87.9;54.0;0.3;0.75;0.25;0.83;2.08;0.25;42.42;0.92;37.9;3.60;0.34;26.3;0.83;15.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;28.83;34.75;16.0;9.08;2.25;442.92;111.42;0.09;1.42;3.75;0.67;0.0;3.08;1.28;4.0;0.92;2.83;0.42;-15.0;-1.23;38
Diego Iturralde;Sevilla;ESP;DF;19;1;45;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;61.5;100.0;60.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;16.0;0.0;0;0.00;0.00;50.0;0.00;1.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;8.0;13.0;5.0;3.0;0.0;113.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;1.0;2.0;1.0;1.0;-1.3;-1.3;38
Adnan Januzaj;Sevilla;BEL;FW;27;2;47;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;62.5;83.3;80.0;33.3;0.0;0.0;0.0;0.5;0.5;0.0;15.0;2.0;50.0;0.00;0.00;0;0.00;0.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;7.5;12.0;5.0;2.0;0.5;114.5;17.5;0.0;0.0;0.0;0.0;0.0;0.5;0.2;2.5;0.5;1.0;0.0;-0.4;-0.2;38
Joan Jordán;Sevilla;ESP;MF;28;23;1592;0;0;1;0.9;0.6;0.0;0.0;0.06;0.05;0.03;La Liga;13;0.73;0.17;87.4;92.6;89.9;76.4;0.4;0.74;0.61;0.7;2.09;0.61;53.09;0.22;50.0;1.70;0.11;47.8;1.26;28.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.9;41.87;47.91;20.57;15.52;4.91;740.43;216.13;0.03;0.35;5.83;0.26;0.0;5.35;1.23;4.91;1.48;0.52;0.48;-27.400000000000002;-1.18;38
Érik Lamela;Sevilla;ARG;FW,MF;30;32;1844;6;6;0;5.3;1.4;0.29;0.29;0.0;0.26;0.07;La Liga;47;2.29;1.12;76.4;84.6;80.4;66.7;-1.4;0.84;0.81;0.22;1.66;0.09;32.44;1.03;44.0;3.61;0.29;34.8;1.22;32.1;0;0;0;0;0;0;0.0;0;0.0;0.0;3.83;0.7000000000000002;18.38;24.06;10.81;5.62;0.81;253.69;47.56;0.04;0.75;1.19;0.66;0.03;2.16;1.0;3.28;1.84;0.66;0.5;-26.8;-0.74;38
Marcão;Sevilla;BRA;DF;26;5;375;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;86.2;92.9;93.5;40.0;0.0;0.4;0.6;1.2;1.6;2.8;51.0;0.2;100.0;0.00;0.00;66.7;1.40;6.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;37.4;43.4;18.2;17.4;1.6;618.8;253.0;0.0;0.0;3.2;0.0;0.0;2.6;1.22;3.2;1.0;1.2;1.6;-6.1;-1.22;38
Rafa Mir;Sevilla;ESP;FW;25;26;1298;6;6;0;7.4;1.0;0.42;0.42;0.0;0.51;0.07;La Liga;50;3.47;1.04;67.2;73.8;68.4;42.9;-1.0;0.08;0.19;0.15;0.46;0.42;15.23;0.0;0.0;1.32;0.00;46.8;1.15;21.7;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;-1.4000000000000004;6.77;10.08;4.12;2.0;0.23;91.54;12.5;0.03;0.35;0.27;0.0;0.0;0.42;0.83;1.62;0.88;0.42;1.42;-14.299999999999999;-0.31999999999999995;38
Gonzalo Montiel;Sevilla;ARG;DF;25;28;1524;0;0;3;0.8;2.1;0.0;0.0;0.18;0.04;0.13;La Liga;8;0.47;0.06;77.7;89.3;77.6;43.6;0.9;0.54;0.89;0.68;1.61;1.36;36.54;0.36;43.5;2.42;0.30;44.8;1.25;26.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.8;23.61;30.39;12.82;8.93;1.21;358.18;139.0;0.09;0.71;1.89;0.46;0.25;2.04;0.95;3.57;0.68;0.36;0.46;-25.9;-0.9099999999999999;38
Jesús Navas;Sevilla;ESP;DF,FW;36;32;1981;0;0;0;0.3;2.8;0.0;0.0;0.0;0.01;0.13;La Liga;10;0.45;0.14;75.1;89.6;76.2;52.5;-2.8;0.38;0.56;0.69;1.28;1.62;47.06;0.34;50.0;2.73;0.36;34.9;1.47;27.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;31.25;41.62;15.38;12.31;2.91;536.78;152.03;0.1;0.81;1.88;1.44;0.44;3.09;0.87;4.06;0.22;1.03;0.47;-27.5;-0.86;38
Tanguy Nianzou;Sevilla;FRA;DF;20;19;1366;1;1;0;0.5;0.0;0.07;0.07;0.0;0.03;0.0;La Liga;6;0.40;0.07;87.6;91.1;93.8;53.4;0.0;0.79;0.42;0.84;1.89;2.32;47.05;0.53;83.3;0.66;0.00;74.4;1.21;23.7;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.5;35.58;40.63;13.42;19.89;2.05;637.89;214.68;0.01;0.05;3.05;0.0;0.0;3.47;1.25;3.84;0.68;0.74;1.68;-23.2;-1.22;38
Lucas Ocampos;Sevilla;ARG;FW,MF;28;19;1165;4;1;0;4.5;1.4;0.31;0.08;0.0;0.35;0.11;La Liga;27;2.09;0.46;74.0;82.9;76.3;45.7;-1.4;0.74;0.89;0.42;1.58;0.26;33.26;1.32;41.0;2.32;0.15;65.2;1.58;15.9;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-0.5;17.53;23.68;10.68;5.26;0.84;249.79;44.63;0.07;0.68;0.84;0.63;0.21;1.95;0.84;3.89;0.79;1.26;1.58;-11.4;-0.49;38
Pedro Ortiz;Sevilla;ESP;MF;21;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;100.0;100.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0.00;0.00;0;1.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;38
Ivan Rakitić;Sevilla;CRO;MF;34;31;1788;1;0;3;3.3;1.9;0.05;0.0;0.15;0.17;0.1;La Liga;29;1.46;0.40;80.3;87.8;86.1;59.1;1.1;0.84;0.68;0.87;2.06;0.65;46.29;0.13;36.4;3.32;0.30;50.0;1.42;30.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-2.3;32.16;40.03;15.81;11.42;3.87;572.42;153.48;0.09;0.9;3.65;0.74;0.16;4.77;0.97;3.58;0.52;0.87;0.65;-26.9;-0.7999999999999999;38
Karim Rekik;Sevilla;NED;DF;27;16;1181;1;1;1;0.8;0.1;0.08;0.08;0.08;0.06;0.01;La Liga;8;0.61;0.08;91.7;96.3;94.3;64.4;0.9;0.31;0.75;0.62;1.31;1.5;49.94;0.19;50.0;1.07;0.15;68.8;1.38;15.2;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.19999999999999996;40.12;43.75;16.38;20.81;2.38;703.06;238.69;0.01;0.25;3.0;0.12;0.06;3.12;0.95;4.44;1.25;0.31;1.38;-14.399999999999999;-0.8899999999999999;38
Iván Romero;Sevilla;ESP;MF;21;1;11;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;33.3;50.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0;0.00;0.00;100.0;0.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;12.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;38
Manuel Sebastián;Sevilla;ESP;MF;18;2;149;0;0;0;0.0;0.1;0.0;0.0;0.0;0.01;0.04;La Liga;1;0.60;0.60;78.8;84.2;96.6;45.5;-0.1;2.0;0.0;0.0;3.5;1.0;43.0;0.5;33.3;1.21;0.00;25.0;0.00;2.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;26.0;33.0;8.0;14.0;2.5;476.0;126.5;0.0;1.0;2.5;0.0;0.0;2.0;1.05;6.0;0.5;1.0;0.5;-2.1;-1.04;38
Suso;Sevilla;ESP;MF,FW;28;25;1065;2;2;4;1.1;2.8;0.17;0.17;0.34;0.1;0.24;La Liga;24;2.03;0.76;77.6;91.0;78.8;58.4;1.2;0.4;0.28;0.08;0.72;0.12;27.0;1.0;59.5;5.41;0.59;30.0;1.52;12.6;0;0;0;0;0;0;0.0;0;0.0;0.0;4.5;0.8999999999999999;17.76;22.88;8.92;6.24;2.36;323.68;85.92;0.13;1.12;1.6;1.12;0.28;3.44;0.5;2.2;0.52;0.76;0.12;-11.5;-0.4;38
Alex Telles;Sevilla;BRA;DF;29;27;1427;0;0;2;0.4;1.8;0.0;0.0;0.13;0.03;0.11;La Liga;12;0.76;0.06;74.5;89.3;75.6;47.2;0.2;0.48;0.63;0.74;1.52;1.41;32.59;0.52;50.0;2.65;0.25;61.9;1.22;24.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;20.07;26.96;10.19;7.11;2.19;340.74;127.96;0.04;0.7;1.52;0.7;0.52;1.56;0.91;2.89;0.93;0.52;0.96;-24.3;-0.88;38
