Player;Squad;Nation;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xAG;Gls/90;G-PK/90;Ast/90;xG/90;xAG/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xAG;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Clr/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;xA/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90;MP_Squad
Mason Holgate;Everton;ENG;DF;25;8;507;0;0;0;1.0;0.4;0.0;0.0;0.0;0.18;0.07;Premier League;4;0.71;0.00;65.9;81.0;79.3;36.2;-0.4;0.88;0.88;0.88;2.25;3.5;35.75;0.38;100.0;1.95;0.36;47.4;0.50;8.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.0;17.88;27.12;6.38;8.62;2.62;355.38;103.88;0.03;0.75;1.5;0.38;0.12;1.75;1.1;2.88;1.12;0.5;1.12;-7.800000000000001;-0.9200000000000002;38
Alex Iwobi;Everton;NGA;MF,FW;26;38;3378;2;2;7;2.5;6.1;0.05;0.05;0.19;0.07;0.16;Premier League;42;1.12;0.40;75.1;84.4;78.4;60.0;0.9;0.97;1.08;0.66;2.47;0.76;50.32;1.45;50.0;3.20;0.24;26.3;0.95;64.7;0;0;0;0;0;0;0.0;0;0.0;0.0;7.5;-0.5;30.37;40.42;14.39;11.45;3.47;529.0;172.89;0.11;1.68;3.53;1.66;0.45;5.11;1.7;6.82;0.5;0.39;0.26;-62.2;-1.63;38
Michael Keane;Everton;ENG;DF;29;12;985;1;1;2;1.3;0.7;0.09;0.09;0.18;0.12;0.07;Premier League;14;1.28;0.37;69.2;78.8;82.1;41.9;1.3;0.33;1.0;1.17;1.75;4.58;47.08;0.33;57.1;0.91;0.18;67.0;0.83;23.2;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.30000000000000004;25.42;36.75;9.58;12.25;3.25;487.42;248.58;0.07;0.25;2.75;0.17;0.0;2.58;1.93;5.17;0.58;0.33;5.58;-21.9;-1.81;38
Neal Maupay;Everton;FRA;FW;25;27;1118;1;1;0;4.8;0.6;0.08;0.08;0.0;0.39;0.05;Premier League;32;2.58;1.05;75.1;82.8;77.8;77.8;-0.6;0.19;0.3;0.19;0.59;0.0;14.33;0.26;36.8;1.45;0.08;23.8;1.00;21.2;0;0;0;0;0;0;0.0;0;0.0;0.0;13.0;-3.8;7.04;9.37;4.63;1.81;0.26;92.59;8.04;0.01;0.26;0.3;0.07;0.0;0.41;0.79;0.96;0.52;0.78;0.56;-16.4;-0.4;38
Dwight McNeil;Everton;ENG;FW,MF;22;36;2498;7;7;3;3.5;6.1;0.25;0.25;0.11;0.13;0.22;Premier League;46;1.66;0.54;66.5;85.7;74.8;41.0;-3.1;1.14;1.28;0.86;2.64;1.14;37.72;1.5;50.0;3.89;0.43;43.8;0.97;50.2;0;0;0;0;0;0;0.0;0;0.0;0.0;2.14;3.5;18.22;27.42;9.31;5.78;2.42;313.56;105.47;0.15;1.36;1.25;0.75;0.39;1.92;1.39;4.86;0.61;0.58;0.39;-46.7;-1.2599999999999998;38
Yerry Mina;Everton;COL;DF;27;7;594;2;2;0;1.5;0.1;0.3;0.3;0.0;0.22;0.02;Premier League;8;1.21;0.61;88.0;93.6;90.7;63.0;-0.1;1.14;1.0;0.86;3.0;4.0;57.43;0.14;50.0;1.21;0.15;55.9;1.00;10.1;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.5;40.86;46.43;16.71;20.86;2.43;705.0;258.29;0.03;0.14;2.14;0.14;0.0;1.86;1.44;4.43;0.86;1.43;2.71;-8.6;-1.22;38
Vitaliy Mykolenko;Everton;UKR;DF;23;34;2655;0;0;0;0.5;1.2;0.0;0.0;0.0;0.02;0.04;Premier League;10;0.34;0.10;74.8;87.0;76.5;42.9;-1.2;1.0;1.47;1.35;3.06;2.91;47.79;0.32;44.0;1.56;0.10;42.4;0.91;52.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;28.41;38.0;14.97;10.74;1.85;447.03;172.76;0.03;0.56;2.47;0.62;0.32;2.94;1.54;4.41;0.85;0.62;0.74;-51.7;-1.52;38
Amadou Onana;Everton;BEL;MF;20;33;2488;1;1;2;3.0;2.6;0.04;0.04;0.07;0.11;0.09;Premier League;34;1.23;0.22;83.3;87.3;87.6;69.8;-0.6;1.3;0.76;1.12;3.3;1.18;39.7;0.55;34.6;1.63;0.07;52.2;1.03;46.6;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-2.0;24.73;29.7;12.73;9.39;1.82;398.33;91.12;0.05;0.67;2.33;0.33;0.0;2.39;1.41;4.55;1.33;1.48;1.82;-43.6;-1.2999999999999998;38
Nathan Patterson;Everton;SCO;DF,MF;20;19;1279;0;0;0;0.5;0.4;0.0;0.0;0.0;0.03;0.03;Premier League;8;0.56;0.07;75.2;90.2;74.8;32.8;-0.4;1.26;1.26;0.79;3.37;2.37;44.0;0.58;45.8;1.41;0.00;45.5;0.74;24.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;25.68;34.16;14.95;9.05;1.16;383.11;136.63;0.04;0.32;1.11;0.53;0.21;1.26;1.31;4.21;0.74;0.68;0.53;-24.3;-1.28;38
Jordan Pickford;Everton;ENG;GK;28;37;3330;0;0;1;0.0;0.1;0.0;0.0;0.03;0.0;0.0;Premier League;0;0.00;0.00;57.1;99.4;98.0;38.3;0.9;0.0;0.0;0.11;0.11;0.41;38.19;0.0;0;0.27;0.03;72.7;0.89;64.7;0;60.0;0.31;+3.0;57;1.54;71.3;21.6;4.89;3.18;0.0;0.0;20.24;35.46;4.27;6.54;9.24;678.76;529.81;0.01;0.05;1.54;0.03;0.0;0.05;1.75;0.97;0.03;0.14;0.22;-64.7;-1.75;38
Isaac Price;Everton;NIR;MF;18;1;33;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.26;Premier League;0;0.00;0.00;85.7;85.7;83.3;100.0;-0.1;0.0;1.0;0.0;0.0;0.0;17.0;1.0;100.0;5.45;0.00;0;0.00;0.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;12.0;14.0;6.0;5.0;1.0;203.0;44.0;0.0;1.0;1.0;0.0;0.0;1.0;0.4;0.0;0.0;0.0;0.0;-0.4;-0.4;38
Salomón Rondón;Everton;VEN;FW;32;7;109;0;0;0;0.8;0.2;0.0;0.0;0.0;0.66;0.13;Premier League;4;3.30;0.83;75.9;71.4;100.0;0;-0.2;0.0;0.14;0.0;0.0;0.0;5.14;0.14;100.0;3.30;0.00;53.8;1.14;2.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.8;3.14;4.14;2.14;0.43;0.0;29.0;5.0;0.01;0.29;0.29;0.14;0.0;0.14;0.4;0.14;0.57;0.0;1.0;-1.9999999999999998;0.26;38
Ellis Simms;Everton;ENG;FW;21;11;228;1;1;0;0.9;0.1;0.39;0.39;0.0;0.34;0.03;Premier League;8;3.16;0.39;61.3;64.5;52.9;100.0;-0.1;0.0;0.0;0.0;0.0;0.09;7.64;0.18;100.0;2.37;0.79;35.5;0.73;6.5;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.09999999999999998;3.45;5.64;1.82;0.82;0.27;45.91;9.55;0.04;0.18;0.27;0.09;0.0;0.36;0.59;0.55;0.0;0.09;1.0;-5.6;-0.24999999999999994;38
James Tarkowski;Everton;ENG;DF;29;38;3420;1;1;1;3.1;2.9;0.03;0.03;0.03;0.08;0.08;Premier League;32;0.84;0.24;81.0;87.5;87.3;56.2;-1.9;0.68;2.61;1.34;2.68;5.29;55.76;0.24;90.0;0.61;0.05;71.4;0.95;65.7;0;0;0;0;0;0;0.0;0;0.0;0.0;9.0;-2.1;34.79;42.97;11.79;18.24;4.39;693.66;266.18;0.05;0.39;2.58;0.08;0.0;2.79;1.73;4.55;1.05;0.61;3.16;-62.6;-1.65;38
Rúben Vinagre;Everton;POR;DF,MF;23;2;26;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;62.5;70.0;70.0;0;0.0;1.0;0.0;0.0;1.0;0.5;15.5;0.5;33.3;0.00;0.00;0.0;0.50;0.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;7.5;12.0;3.5;3.5;0.0;111.5;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.15;2.0;0.0;1.5;0.0;-0.3;-0.15;38
Miguel Almirón;Newcastle Utd;PAR;FW;28;34;2491;11;11;2;8.0;3.2;0.4;0.4;0.07;0.29;0.11;Premier League;69;2.49;0.72;82.6;90.5;80.8;72.5;-1.2;0.88;0.74;0.29;1.65;0.5;38.24;1.0;43.0;3.14;0.47;37.5;1.74;27.5;0;0;0;0;0;0;0.0;0;0.0;0.0;1.82;3.0;23.85;28.88;15.09;6.56;0.85;316.24;78.15;0.09;0.76;1.32;1.06;0.12;3.65;0.81;4.09;0.65;0.97;0.18;-19.5;-0.52;38
Elliot Anderson;Newcastle Utd;SCO;MF,FW;19;22;410;0;0;1;1.0;1.3;0.0;0.0;0.22;0.22;0.28;Premier League;11;2.41;0.88;75.8;86.5;78.6;50.0;-0.3;0.23;0.5;0.27;0.77;0.09;13.0;0.45;34.5;4.83;0.22;68.8;1.82;5.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.0;6.82;9.0;4.09;2.0;0.23;92.86;27.23;0.07;0.41;0.68;0.18;0.0;1.09;0.25;1.32;0.27;0.45;0.5;-4.5;-0.03;38
Sven Botman;Newcastle Utd;NED;DF;22;36;3127;0;0;0;2.5;1.0;0.0;0.0;0.0;0.07;0.03;Premier League;22;0.63;0.20;86.5;88.4;92.0;69.0;-1.0;0.67;1.22;0.94;2.0;3.5;57.61;0.03;100.0;0.69;0.03;65.2;1.94;37.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-2.5;42.42;49.03;13.33;23.75;4.94;851.67;312.03;0.03;0.25;1.64;0.11;0.03;2.42;1.03;5.06;0.42;0.33;2.08;-34.6;-0.96;38
Dan Burn;Newcastle Utd;ENG;DF;30;38;3111;1;1;0;2.1;1.3;0.03;0.03;0.0;0.06;0.04;Premier League;21;0.61;0.12;79.4;88.0;83.0;51.4;-1.3;1.0;1.11;0.84;2.42;3.16;54.55;0.29;44.0;1.16;0.09;69.4;1.87;35.2;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-1.1;35.82;45.13;17.71;14.89;2.47;585.13;232.97;0.03;0.42;2.68;0.29;0.05;3.11;0.93;4.37;0.92;0.11;2.21;-33.1;-0.8700000000000001;38
Martin Dúbravka;Newcastle Utd;SVK;GK;33;2;157;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;90.7;100.0;100.0;61.5;0.0;0.0;0.0;0.0;0.0;0.5;29.5;0.0;0;0.00;0.00;0;0.50;3.2;1;1.9;0.21;+1.9;1;0.57;88.9;0.0;4.5;9.0;0.0;0.0;24.5;27.0;10.5;9.5;4.0;523.0;348.0;0.0;0.0;0.5;0.0;0.0;0.0;1.6;0.0;0.0;0.0;0.0;-3.2;-1.6;38
Ryan Fraser;Newcastle Utd;SCO;FW;28;8;313;0;0;0;0.3;0.4;0.0;0.0;0.0;0.09;0.11;Premier League;6;1.73;0.29;69.7;84.7;68.3;37.5;-0.4;0.25;0.38;0.0;0.25;0.38;18.38;0.12;50.0;2.30;0.00;0.0;1.63;3.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;10.62;15.25;6.25;3.5;0.38;153.5;36.12;0.04;0.62;0.5;0.5;0.12;1.12;0.41;1.75;0.38;1.25;0.0;-3.0;-0.31999999999999995;38
Anthony Gordon;Newcastle Utd;ENG;FW,MF;21;16;487;1;1;0;1.7;0.9;0.18;0.18;0.0;0.31;0.17;Premier League;8;1.48;0.37;81.8;91.3;81.5;58.3;-0.9;0.75;0.56;0.12;1.0;0.06;17.19;0.44;33.3;2.96;0.18;0.0;1.63;7.1;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;-0.7;10.12;12.38;6.56;2.75;0.44;138.88;34.19;0.06;0.38;0.69;0.31;0.0;0.94;0.44;1.56;0.44;0.5;0.0;-5.3999999999999995;-0.13;38
Bruno Guimarães;Newcastle Utd;BRA;MF;24;32;2726;4;4;5;2.8;4.0;0.13;0.13;0.17;0.09;0.13;Premier League;28;0.92;0.26;83.2;88.9;87.8;69.0;1.0;1.25;0.88;1.12;3.56;0.69;62.94;1.41;48.9;3.63;0.40;59.4;2.09;29.8;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;1.2000000000000002;43.34;52.12;20.59;16.84;4.66;751.19;207.25;0.12;1.31;4.59;1.69;0.06;6.94;0.93;7.28;1.41;2.59;0.59;-27.0;-0.8400000000000001;38
Alexander Isak;Newcastle Utd;SWE;FW;22;22;1522;10;8;1;8.2;2.2;0.59;0.47;0.06;0.49;0.13;Premier League;49;2.90;1.36;75.8;78.6;82.1;89.3;-1.2;0.36;0.95;0.18;1.0;0.36;26.5;1.45;44.4;2.90;0.30;44.0;1.68;17.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.88;1.8000000000000007;12.68;16.73;6.86;3.95;1.14;195.09;44.41;0.06;0.73;1.32;0.68;0.0;2.18;0.81;1.73;0.86;0.68;1.0;-9.7;-0.32000000000000006;38
Joelinton;Newcastle Utd;BRA;MF,FW;25;32;2661;6;6;1;7.1;2.4;0.2;0.2;0.03;0.24;0.08;Premier League;51;1.72;0.64;81.6;87.0;86.7;78.7;-1.4;1.53;1.62;1.5;3.69;1.22;53.22;1.66;47.7;2.71;0.34;52.8;1.78;31.6;0;0;0;0;0;0;0.0;0;0.0;0.0;3.17;-1.0999999999999996;32.34;39.62;18.16;10.56;1.84;474.38;125.44;0.06;0.81;2.44;0.66;0.09;4.06;0.99;6.19;2.03;1.06;2.06;-24.5;-0.75;38
Emil Krafth;Newcastle Utd;SWE;DF;27;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0;0.00;0.00;0;1.00;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;-0.1;-0.1;38
Jamaal Lascelles;Newcastle Utd;ENG;DF;28;7;218;0;0;0;0.1;0.0;0.0;0.0;0.0;0.04;0.0;Premier League;2;0.83;0.00;84.9;85.3;90.9;63.6;0.0;0.0;0.43;0.0;0.14;2.43;16.86;0.0;0;0.41;0.00;62.5;1.89;4.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;11.29;13.29;4.14;5.71;1.0;206.43;82.86;0.0;0.0;0.57;0.0;0.0;0.43;0.61;0.71;0.86;0.29;0.71;-4.2;-0.57;38
Jamal Lewis;Newcastle Utd;NIR;DF,FW;24;2;11;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;85.7;100.0;88.9;0;0.0;0.0;0.0;0.0;0.0;0.0;7.5;0.0;0;0.00;0.00;0.0;2.00;1.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;6.0;7.0;1.5;4.0;0.0;96.0;35.5;0.0;0.0;0.0;0.0;0.0;0.5;0.5;1.0;0.0;0.0;0.0;-1.0;-0.5;38
Sean Longstaff;Newcastle Utd;ENG;MF;24;33;2518;1;1;4;3.6;3.3;0.04;0.04;0.14;0.13;0.12;Premier League;33;1.18;0.25;81.1;87.4;87.2;60.5;0.7;0.64;1.06;0.48;1.76;0.7;43.42;0.24;29.6;2.22;0.21;45.1;1.91;26.6;0;0;0;0;0;0;0.0;0;0.0;0.0;7.0;-2.6;28.58;35.24;14.24;10.97;2.36;468.39;130.27;0.08;0.7;2.42;0.64;0.15;3.52;0.81;4.27;0.88;1.18;0.7;-23.0;-0.68;38
Javier Manquillo;Newcastle Utd;ESP;DF;28;4;37;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;82.8;92.9;75.0;100.0;0.0;0.5;0.25;0.25;1.0;0.25;9.0;0.0;0;2.43;2.43;0;3.00;0.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;6.0;7.25;3.25;2.25;0.5;100.0;28.5;0.0;0.0;0.25;0.0;0.0;1.0;0.23;1.5;0.0;0.0;0.0;-0.9;-0.23;38
Lewis Miley;Newcastle Utd;ENG;MF;16;1;15;0;0;0;0.1;0.0;0.0;0.0;0.0;0.42;0.0;Premier League;1;6.00;0.00;83.3;75.0;100.0;0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;0.0;0;5.63;0.00;0;1.00;0.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;5.0;6.0;3.0;1.0;0.0;49.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9;1.0;0.0;0.0;0.0;-0.8;-0.48000000000000004;38
Jacob Murphy;Newcastle Utd;ENG;FW;27;36;1251;4;4;2;3.3;2.8;0.29;0.29;0.14;0.24;0.2;Premier League;29;2.09;0.72;66.1;80.8;67.9;45.0;-0.8;0.19;0.47;0.19;0.61;0.08;16.39;0.39;32.6;3.52;0.43;21.4;1.86;16.1;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;0.7000000000000002;8.22;12.44;4.92;2.47;0.5;125.44;34.78;0.09;0.53;0.56;0.72;0.11;1.58;0.45;1.92;0.22;0.39;0.08;-12.8;-0.21000000000000002;38
Nick Pope;Newcastle Utd;ENG;GK;30;37;3261;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;69.0;99.2;97.2;44.4;-0.1;0.0;0.0;0.0;0.03;0.73;26.32;0.0;0;0.14;0.00;80.0;1.89;36.4;1;31.3;0.24;+0.3;32;0.88;74.6;37.8;3.19;3.69;0.0;0.0;16.59;24.05;3.27;7.43;5.73;461.3;316.84;0.0;0.05;0.35;0.0;0.0;0.03;0.98;0.81;0.03;0.05;0.11;-36.4;-0.98;38
Matt Ritchie;Newcastle Utd;SCO;FW,MF;32;7;39;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.24;Premier League;0;0.00;0.00;77.4;100.0;66.7;75.0;-0.1;0.14;0.0;0.14;0.29;0.0;5.0;0.14;100.0;2.31;0.00;100.0;2.29;0.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.43;4.43;2.29;0.57;0.43;48.86;12.57;0.0;0.14;0.0;0.0;0.0;0.14;0.1;0.43;0.0;0.0;0.14;-0.7;-0.1;38
Allan Saint-Maximin;Newcastle Utd;FRA;FW;25;25;1120;1;1;5;1.6;4.6;0.08;0.08;0.4;0.13;0.37;Premier League;28;2.25;0.88;70.7;80.9;68.8;70.7;0.4;0.12;0.16;0.2;0.6;0.08;23.92;2.28;57.6;5.22;0.80;50.0;1.76;13.1;0;0;0;0;0;0;0.0;0;0.0;0.0;11.0;-0.6000000000000001;12.64;17.88;6.76;4.24;1.16;203.48;63.96;0.11;1.24;0.92;1.4;0.16;2.76;0.52;2.76;0.24;0.64;0.08;-11.5;-0.39;38
Fabian Schär;Newcastle Utd;SUI;DF;30;36;3206;1;1;3;4.9;3.3;0.03;0.03;0.08;0.14;0.09;Premier League;56;1.57;0.39;77.1;85.7;86.3;51.6;-0.3;0.61;0.94;1.44;2.75;3.86;62.08;0.11;30.8;1.66;0.22;67.1;1.97;35.7;0;0;0;0;0;0;0.0;0;0.0;0.0;14.0;-3.9000000000000004;39.53;51.28;13.33;20.39;5.53;813.58;327.08;0.06;0.53;3.94;0.64;0.11;3.86;0.99;5.81;0.56;0.75;3.11;-30.800000000000004;-0.85;38
Jonjo Shelvey;Newcastle Utd;ENG;MF;30;3;37;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;73.1;83.3;80.0;50.0;0.0;0.0;0.33;0.0;0.33;0.0;9.33;0.0;0;0.00;0.00;0;3.00;0.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;6.33;8.67;1.67;2.67;1.33;147.33;58.67;0.0;0.0;1.33;0.0;0.0;1.0;0.2;1.33;0.33;0.0;0.0;-0.6;-0.2;38
Matt Targett;Newcastle Utd;ENG;DF;26;17;610;0;0;0;0.0;0.4;0.0;0.0;0.0;0.0;0.06;Premier League;1;0.15;0.00;77.8;88.5;87.0;32.1;-0.4;0.59;0.47;0.53;1.29;0.94;27.24;0.12;100.0;2.51;0.00;61.1;1.71;6.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;19.18;24.65;9.53;8.29;1.06;311.24;137.29;0.04;0.59;1.12;0.29;0.0;2.53;0.41;2.71;0.59;0.18;0.65;-6.9;-0.41;38
Kieran Trippier;Newcastle Utd;ENG;DF;31;38;3341;1;1;7;0.9;12.4;0.03;0.03;0.19;0.02;0.33;Premier League;14;0.38;0.11;71.6;88.4;76.0;49.4;-5.4;1.29;1.18;1.13;3.0;2.21;81.63;0.5;54.3;4.79;0.27;58.3;1.87;37.6;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;0.09999999999999998;52.5;73.37;23.08;19.61;8.76;1003.11;442.34;0.31;2.89;4.79;2.55;0.68;6.84;0.99;6.95;1.26;0.76;1.29;-36.7;-0.97;38
Joe Willock;Newcastle Utd;ENG;MF;22;35;2558;3;3;6;7.0;6.0;0.11;0.11;0.21;0.25;0.21;Premier League;58;2.04;0.56;81.7;89.5;85.8;64.0;0.0;0.86;1.54;0.71;2.17;0.49;37.83;1.06;39.8;2.99;0.32;50.0;1.97;29.1;0;0;0;0;0;0;0.0;0;0.0;0.0;5.33;-4.0;22.2;27.17;12.4;7.6;1.57;346.37;88.06;0.13;1.11;2.6;0.97;0.23;3.46;0.83;3.89;1.0;0.66;0.46;-22.1;-0.58;38
Callum Wilson;Newcastle Utd;ENG;FW;30;31;1877;18;15;5;17.5;2.7;0.86;0.72;0.24;0.84;0.13;Premier League;70;3.36;1.49;66.1;77.6;73.3;36.4;2.3;0.1;0.26;0.03;0.32;0.16;15.55;0.39;33.3;2.06;0.48;30.4;1.97;22.0;0;0;0;0;0;0;0.0;0;0.0;0.0;2.07;0.5;5.16;7.81;3.58;1.06;0.13;64.39;10.94;0.07;0.74;0.32;0.23;0.0;0.61;0.71;1.26;0.68;1.0;0.68;-4.5;0.13;38
Chris Wood;Newcastle Utd;NZL;FW;30;18;446;2;1;0;1.8;0.3;0.4;0.2;0.0;0.37;0.06;Premier League;8;1.61;0.61;62.3;59.7;64.0;80.0;-0.3;0.22;0.11;0.06;0.33;0.39;8.28;0.06;50.0;1.01;0.00;50.0;1.94;4.1;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.19999999999999996;3.67;5.89;2.22;0.89;0.22;43.67;8.28;0.02;0.17;0.17;0.06;0.0;0.22;0.23;0.94;0.22;0.22;1.28;-2.3;0.13999999999999999;38
Jaidon Anthony;Bournemouth;ENG;MF,FW;22;30;1257;3;3;1;2.2;1.0;0.21;0.21;0.07;0.16;0.07;Premier League;22;1.58;0.93;73.6;87.5;73.3;49.2;0.0;0.57;1.0;0.33;1.33;0.63;23.9;0.5;31.9;2.72;0.29;45.5;0.97;26.0;0;0;0;0;0;0;0.0;0;0.0;0.0;4.33;0.7999999999999998;12.9;17.53;7.5;3.67;1.03;193.93;53.67;0.04;0.4;0.8;0.63;0.23;1.63;0.87;2.67;0.3;0.4;0.33;-23.8;-0.71;38
Owen Bevan;Bournemouth;WAL;DF;18;1;9;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;66.7;100.0;100.0;0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0;0.00;0.00;0;0.00;0.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;2.0;3.0;1.0;1.0;0.0;38.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;1.0;0.0;0.0;0.0;-0.3;-0.3;38
Philip Billing;Bournemouth;DEN;MF,FW;26;36;2764;7;7;1;4.9;3.2;0.23;0.23;0.03;0.16;0.1;Premier League;38;1.24;0.59;77.1;84.9;81.1;47.9;-2.2;1.0;1.33;0.86;2.61;1.61;39.17;0.72;55.3;1.76;0.20;59.8;1.06;48.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.57;2.0999999999999996;22.58;29.31;12.78;7.14;1.25;328.42;87.92;0.07;0.72;1.36;0.25;0.08;2.22;1.36;4.06;0.83;0.97;1.44;-44.0;-1.2000000000000002;38
David Brooks;Bournemouth;WAL;FW,MF;25;6;173;0;0;0;0.3;0.2;0.0;0.0;0.0;0.13;0.11;Premier League;5;2.60;0.52;73.0;93.8;81.3;22.2;-0.2;0.0;0.33;0.33;0.5;0.83;15.5;0.33;22.2;4.19;0.00;40.0;0.00;4.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;7.67;10.5;5.0;2.17;0.33;106.67;23.33;0.03;0.33;0.67;0.17;0.0;1.83;0.75;0.67;0.5;0.17;0.33;-4.2;-0.62;38
Ryan Christie;Bournemouth;SCO;MF,FW;27;32;1834;1;1;1;2.8;2.4;0.05;0.05;0.05;0.14;0.12;Premier League;33;1.62;0.44;80.0;85.3;89.3;58.0;-1.4;0.69;0.5;0.81;1.88;0.62;29.38;1.16;43.0;3.24;0.20;41.0;1.09;30.8;0;0;0;0;0;0;0.0;0;0.0;0.0;9.0;-1.7999999999999998;16.28;20.34;8.72;5.47;1.47;261.12;63.38;0.06;0.94;1.34;0.59;0.06;2.22;0.96;4.12;1.12;1.41;0.5;-28.0;-0.82;38
Lewis Cook;Bournemouth;ENG;MF;25;28;1720;0;0;2;0.2;2.5;0.0;0.0;0.1;0.01;0.13;Premier League;6;0.31;0.00;79.0;88.2;86.9;51.6;-0.5;0.79;1.04;0.82;2.14;1.11;33.39;0.25;36.8;2.04;0.21;41.2;0.89;31.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;21.18;26.82;10.39;8.5;1.71;354.36;112.0;0.08;0.86;1.96;0.5;0.32;2.25;1.13;4.61;0.54;0.36;0.25;-31.5;-1.1199999999999999;38
Siriki Dembélé;Bournemouth;CIV;FW,MF;25;6;110;0;0;0;0.2;0.3;0.0;0.0;0.0;0.15;0.25;Premier League;2;1.64;1.64;78.7;75.9;76.9;100.0;-0.3;0.17;0.17;0.17;0.67;0.17;11.83;1.0;60.0;4.09;0.00;0.0;0.17;2.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;6.17;7.83;3.67;1.67;0.33;90.5;37.17;0.03;0.67;0.33;0.5;0.33;0.67;0.4;1.5;0.17;0.33;0.0;-2.1999999999999997;-0.25;38
